,text,sentiment,source
2812,this place is overpriced  not consistent with their boba  and it really is overpriced ,0,yelp
2813,it was packed  ,0,yelp
2814,i love this place ,1,yelp
2815,i can say that the desserts were yummy ,1,yelp
2816,the food was terrible ,0,yelp
2817,the seasonal fruit was fresh white peach puree ,1,yelp
2818,it kept getting worse and worse so now i'm officially done ,0,yelp
2819,this place should honestly be blown up ,0,yelp
2820,but i definitely would not eat here again ,0,yelp
2821,do not waste your money here ,0,yelp
2822,i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes ,1,yelp
2823,the crêpe was delicate and thin and moist ,1,yelp
2824,awful service ,0,yelp
2825,won't ever go here again ,0,yelp
2826,food quality has been horrible ,0,yelp
2827,for that price i can think of a few place i would have much rather gone ,0,yelp
2828,the service here is fair at best ,0,yelp
2829,i do love sushi  but i found kabuki to be over priced  over hip and under services ,0,yelp
2830,do yourself a favor and stay away from this dish ,0,yelp
2831,very poor service ,0,yelp
2832,no one at the table thought the food was above average or worth the wait that we had for it ,0,yelp
2833,best service and food ever  maria our server was so good and friendly she made our day ,1,yelp
2834,they were excellent ,1,yelp
2835,i paid the bill but did not tip because i felt the server did a terrible job ,0,yelp
2836,just had lunch here and had a great experience ,1,yelp
2837,i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor ,0,yelp
2838,food is way overpriced and portions are fucking small ,0,yelp
2839,i recently tried caballero's and i have been back every week since ,1,yelp
2840,for 40 bucks a head  i really expect better food ,0,yelp
2841,the food came out at a good pace ,1,yelp
2842,i ate there twice on my last visit  and especially enjoyed the salmon salad ,1,yelp
2843,i won't be back ,0,yelp
2844,we could not believe how dirty the oysters were ,0,yelp
2845,this place deserves no stars ,0,yelp
2846,i would not recommend this place ,0,yelp
2847,in fact i'm going to round up to 4 stars  just because she was so awesome ,1,yelp
2848,to my disbelief  each dish qualified as the worst version of these foods i have ever tasted ,0,yelp
2849,bad day or not  i have a very low tolerance for rude customer service people  it is your job to be nice and polite  wash dishes otherwise  ,0,yelp
2850,the potatoes were great and so was the biscuit ,1,yelp
2851,i probably would not go here again ,0,yelp
2852,so flavorful and has just the perfect amount of heat ,1,yelp
2853,the price is reasonable and the service is great ,1,yelp
2854,the wife hated her meal  coconut shrimp   and our friends really did not enjoy their meals  either ,0,yelp
2855,my fella got the huevos rancheros and they didn't look too appealing ,0,yelp
2856,went in for happy hour  great list of wines ,1,yelp
2857,some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot ,1,yelp
2858,i probably won't be coming back here ,0,yelp
2859,worst food service i've had in a while ,0,yelp
2860,this place is pretty good  nice little vibe in the restaurant ,1,yelp
2861,talk about great customer service of course we will be back ,1,yelp
2862,hot dishes are not hot  cold dishes are close to room temp i watched staff prepare food with bare hands  no gloves everything is deep fried in oil ,0,yelp
2863,i love their fries and their beans ,1,yelp
2864,always a pleasure dealing with him ,1,yelp
2865,they have a plethora of salads and sandwiches  and everything i've tried gets my seal of approval ,1,yelp
2866,this place is awesome if you want something light and healthy during the summer ,1,yelp
2867,for sushi on the strip  this is the place to go ,1,yelp
2868,the service was great  even the manager came and helped with our table ,1,yelp
2869,the feel of the dining room was more college cooking course than high class dining and the service was slow at best ,0,yelp
2870,i started this review with two stars  but i'm editing it to give it only one ,0,yelp
2871,this is the worst sushi i have ever eat besides costco's ,0,yelp
2872,all in all an excellent restaurant highlighted by great service  a unique menu  and a beautiful setting ,1,yelp
2873,my boyfriend and i sat at the bar and had a completely delightful experience ,1,yelp
2874,weird vibe from owners ,0,yelp
2875,there was hardly any meat ,0,yelp
2876,i've had better bagels from the grocery store ,0,yelp
2877,go to place for gyros ,1,yelp
2878,i love the owner chef  his one authentic japanese cool dude ,1,yelp
2879,now the burgers aren't as good  the pizza which used to be amazing is doughy and flavorless ,0,yelp
2880,i found a six inch long piece of wire in my salsa ,0,yelp
2881,the service was terrible  food was mediocre ,0,yelp
2882,we definately enjoyed ourselves ,1,yelp
2883,i ordered albondigas soup   which was just warm   and tasted like tomato soup with frozen meatballs ,0,yelp
2884,on three different occasions i asked for well done or medium well  and all three times i got the bloodiest piece of meat on my plate ,0,yelp
2885,i had about two bites and refused to eat anymore ,0,yelp
2886,the service was extremely slow ,0,yelp
2887,after 20 minutes wait  i got a table ,0,yelp
2888,seriously killer hot chai latte ,1,yelp
2889,no allergy warnings on the menu  and the waitress had absolutely no clue as to which meals did or did not contain peanuts ,0,yelp
2890,my boyfriend tried the mediterranean chicken salad and fell in love ,1,yelp
2891,their rotating beers on tap is also a highlight of this place ,1,yelp
2892,pricing is a bit of a concern at mellow mushroom ,0,yelp
2893,worst thai ever ,0,yelp
2894,if you stay in vegas you must get breakfast here at least once ,1,yelp
2895,i want to first say our server was great and we had perfect service ,1,yelp
2896,the pizza selections are good ,1,yelp
2897,i had strawberry tea  which was good ,1,yelp
2898,highly unprofessional and rude to a loyal patron ,0,yelp
2899,overall  a great experience ,1,yelp
2900,spend your money elsewhere ,0,yelp
2901,their regular toasted bread was equally satisfying with the occasional pats of butter    mmmm    ,1,yelp
2902,the buffet at bellagio was far from what i anticipated ,0,yelp
2903,and the drinks are weak  people ,0,yelp
2904, my order was not correct ,0,yelp
2905,also  i feel like the chips are bought  not made in house ,0,yelp
2906,after the disappointing dinner we went elsewhere for dessert ,0,yelp
2907,the chips and sals a here is amazing                   ,1,yelp
2908,we won't be returning ,0,yelp
2909,this is my new fav vegas buffet spot ,1,yelp
2910,i seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off ,0,yelp
2911,very  very sad ,0,yelp
2912,i felt insulted and disrespected  how could you talk and judge another human being like that ,0,yelp
2913,how can you call yourself a steakhouse if you can't properly cook a steak  i don't understand ,0,yelp
2914,i'm not impressed with the concept or the food ,0,yelp
2915,the only thing i wasn't too crazy about was their guacamole as i don't like it puréed ,0,yelp
2916,there is really nothing for me at postinos  hope your experience is better,0,yelp
2917,i got food poisoning here at the buffet ,0,yelp
2918,they brought a fresh batch of fries and i was thinking yay something warm but no ,0,yelp
2919,what should have been a hilarious  yummy christmas eve dinner to remember was the biggest fail of the entire trip for us ,0,yelp
2920,needless to say  i won't be going back anytime soon ,0,yelp
2921,this place is disgusting ,0,yelp
2922,every time i eat here  i see caring teamwork to a professional degree ,1,yelp
2923,the ri style calamari was a joke ,0,yelp
2924,however  there was so much garlic in the fondue  it was barely edible ,0,yelp
2925,i could barely stomach the meal  but didn't complain because it was a business lunch ,0,yelp
2926,it was so bad  i had lost the heart to finish it ,0,yelp
2927,it also took her forever to bring us the check when we asked for it ,0,yelp
2928,we aren't ones to make a scene at restaurants but i just don't get it   definitely lost the love after this one ,0,yelp
2929,disappointing experience ,0,yelp
2930,the food is about on par with denny's  which is to say  not good at all ,0,yelp
2931,if you want to wait for mediocre food and downright terrible service  then this is the place for you ,0,yelp
2932,waaaaaayyyyyyyyyy over rated is all i am saying ,0,yelp
2933,we won't be going back ,0,yelp
2934,the place was fairly clean but the food simply wasn't worth it ,0,yelp
2935,this place lacked style  ,0,yelp
2936,the sangria was about half of a glass wine full and was $12  ridiculous ,0,yelp
2937,don't bother coming here ,0,yelp
2938,the meat was pretty dry  i had the sliced brisket and pulled pork ,0,yelp
2939,the building itself seems pretty neat  the bathroom is pretty trippy  but i wouldn't eat here again ,0,yelp
2940,it was equally awful ,0,yelp
2941,probably not in a hurry to go back ,0,yelp
2942,very slow at seating even with reservation ,0,yelp
2943,not good by any stretch of the imagination ,0,yelp
2944,the cashew cream sauce was bland and the vegetables were undercooked ,0,yelp
2945,the chipolte ranch dipping sause was tasteless  seemed thin and watered down with no heat ,0,yelp
2946,it was a bit too sweet  not really spicy enough  and lacked flavor ,0,yelp
2947,i was very disappointed  ,0,yelp
2948,this place is horrible and way overpriced ,0,yelp
2949,maybe it's just their vegetarian fare  but i've been twice and i thought it was average at best ,0,yelp
2950,it wasn't busy at all and now we know why ,0,yelp
2951,the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu ,0,yelp
2952,the ambiance here did not feel like a buffet setting  but more of a douchey indoor garden for tea and biscuits ,0,yelp
2953,con  spotty service ,0,yelp
